"","subj","TaskType","Music_resp","whichfirst","ReturnStay","PivotPlace","ReturnPlace","PivRetDist"
"5219","126","Dual",7,"MusicFirst","stay","p3","r8","5"
"5220","126","Dual",5,"MusicFirst","return","p4","r8","4"
"5221","126","Dual",7,"MusicFirst","return","p2","r6","4"
"5223","126","Dual",6,"LangFirst","return","p4","r6","2"
"5224","126","Dual",4,"MusicFirst","return","p2","r6","4"
"5226","126","Dual",4,"MusicFirst","return","p4","r6","2"
"5227","126","Dual",4,"MusicFirst","stay","p2","r7","5"
"5228","126","Dual",4,"LangFirst","return","p3","r7","4"
"5229","126","Dual",2,"MusicFirst","stay","p4","r7","3"
"5230","126","Dual",5,"MusicFirst","stay","p2","r7","5"
"5231","126","Dual",5,"LangFirst","return","p3","r7","4"
"5232","126","Dual",3,"LangFirst","stay","p4","r7","3"
"5233","126","Dual",5,"LangFirst","return","p2","r8","6"
"5234","126","Dual",7,"MusicFirst","stay","p3","r8","5"
"5235","126","Dual",3,"MusicFirst","return","p4","r8","4"
"5236","126","Dual",4,"LangFirst","return","p2","r8","6"
"5237","126","Dual",7,"MusicFirst","stay","p3","r8","5"
"5238","126","Dual",4,"LangFirst","return","p4","r8","4"
"5239","126","Dual",4,"LangFirst","stay","p2","r6","4"
"5240","126","Dual",5,"LangFirst","return","p3","r6","3"
"5241","126","Dual",5,"LangFirst","stay","p4","r6","2"
"5242","126","Dual",4,"LangFirst","stay","p2","r6","4"
"5243","126","Dual",5,"MusicFirst","return","p3","r6","3"
"5244","126","Dual",6,"MusicFirst","stay","p4","r6","2"
"5245","126","Dual",4,"LangFirst","return","p2","r7","5"
"5246","126","Dual",7,"MusicFirst","stay","p3","r7","4"
"5247","126","Dual",3,"MusicFirst","return","p4","r7","3"
"5248","126","Dual",4,"LangFirst","return","p2","r7","5"
"5249","126","Dual",5,"MusicFirst","stay","p3","r7","4"
"5250","126","Dual",4,"MusicFirst","return","p4","r7","3"
"5251","126","Dual",6,"LangFirst","stay","p2","r8","6"
"5252","126","Dual",3,"MusicFirst","return","p3","r8","5"
"5253","126","Dual",4,"LangFirst","stay","p4","r8","4"
"5254","126","Dual",4,"MusicFirst","stay","p2","r8","6"
"5255","126","Dual",3,"MusicFirst","return","p3","r8","5"
"5256","126","Dual",5,"LangFirst","stay","p4","r8","4"
"5329","126","Music",5,"MusicFirst","return","p2","r6","4"
"5330","126","Music",7,"MusicFirst","stay","p2","r6","4"
"5331","126","Music",2,"MusicFirst","return","p2","r7","5"
"5332","126","Music",3,"MusicFirst","stay","p2","r7","5"
"5333","126","Music",2,"MusicFirst","return","p2","r8","6"
"5334","126","Music",3,"MusicFirst","stay","p2","r8","6"
"5335","126","Music",7,"MusicFirst","return","p3","r6","3"
"5336","126","Music",4,"MusicFirst","stay","p3","r6","3"
"5337","126","Music",4,"MusicFirst","return","p3","r7","4"
"5338","126","Music",4,"MusicFirst","stay","p3","r7","4"
"5339","126","Music",4,"MusicFirst","return","p3","r8","5"
"5340","126","Music",7,"MusicFirst","stay","p3","r8","5"
"5341","126","Music",3,"MusicFirst","return","p4","r6","2"
"5342","126","Music",3,"MusicFirst","stay","p4","r6","2"
"5343","126","Music",3,"MusicFirst","return","p4","r7","3"
"5344","126","Music",2,"MusicFirst","stay","p4","r7","3"
"5345","126","Music",2,"MusicFirst","return","p4","r8","4"
"5346","126","Music",7,"MusicFirst","stay","p4","r8","4"
"5347","126","Music",7,"MusicFirst","return","p2","r6","4"
"5348","126","Music",7,"MusicFirst","stay","p2","r6","4"
"5349","126","Music",3,"MusicFirst","return","p2","r7","5"
"5350","126","Music",5,"MusicFirst","stay","p2","r7","5"
"5351","126","Music",3,"MusicFirst","return","p2","r8","6"
"5352","126","Music",6,"MusicFirst","stay","p2","r8","6"
"5353","126","Music",4,"MusicFirst","return","p3","r6","3"
"5354","126","Music",2,"MusicFirst","stay","p3","r6","3"
"5355","126","Music",4,"MusicFirst","return","p3","r7","4"
"5356","126","Music",4,"MusicFirst","stay","p3","r7","4"
"5357","126","Music",2,"MusicFirst","return","p3","r8","5"
"5358","126","Music",7,"MusicFirst","stay","p3","r8","5"
"5359","126","Music",4,"MusicFirst","return","p4","r6","2"
"5360","126","Music",5,"MusicFirst","stay","p4","r6","2"
"5361","126","Music",2,"MusicFirst","return","p4","r7","3"
"5362","126","Music",4,"MusicFirst","stay","p4","r7","3"
"5363","126","Music",3,"MusicFirst","return","p4","r8","4"
"5364","126","Music",4,"MusicFirst","stay","p4","r8","4"
"5365","126","Music",6,"MusicFirst","return","p2","r6","4"
"5366","126","Music",5,"MusicFirst","stay","p2","r6","4"
"5367","126","Music",3,"MusicFirst","return","p2","r7","5"
"5368","126","Music",3,"MusicFirst","stay","p2","r7","5"
"5369","126","Music",3,"MusicFirst","return","p2","r8","6"
"5370","126","Music",6,"MusicFirst","stay","p2","r8","6"
"5371","126","Music",4,"MusicFirst","return","p3","r6","3"
"5372","126","Music",4,"MusicFirst","stay","p3","r6","3"
"5373","126","Music",5,"MusicFirst","return","p3","r7","4"
"5374","126","Music",4,"MusicFirst","stay","p3","r7","4"
"5375","126","Music",3,"MusicFirst","return","p3","r8","5"
"5376","126","Music",6,"MusicFirst","stay","p3","r8","5"
"5377","126","Music",7,"MusicFirst","return","p4","r6","2"
"5378","126","Music",3,"MusicFirst","stay","p4","r6","2"
"5379","126","Music",3,"MusicFirst","return","p4","r7","3"
"5380","126","Music",6,"MusicFirst","stay","p4","r7","3"
"5381","126","Music",4,"MusicFirst","return","p4","r8","4"
"5382","126","Music",6,"MusicFirst","stay","p4","r8","4"
"5383","126","Music",6,"MusicFirst","return","p2","r6","4"
"5384","126","Music",6,"MusicFirst","stay","p2","r6","4"
"5385","126","Music",3,"MusicFirst","return","p2","r7","5"
"5386","126","Music",4,"MusicFirst","stay","p2","r7","5"
"5387","126","Music",2,"MusicFirst","return","p2","r8","6"
"5388","126","Music",6,"MusicFirst","stay","p2","r8","6"
"5389","126","Music",4,"MusicFirst","return","p3","r6","3"
"5390","126","Music",4,"MusicFirst","stay","p3","r6","3"
"5391","126","Music",6,"MusicFirst","return","p3","r7","4"
"5392","126","Music",4,"MusicFirst","stay","p3","r7","4"
"5393","126","Music",3,"MusicFirst","return","p3","r8","5"
"5394","126","Music",7,"MusicFirst","stay","p3","r8","5"
"5395","126","Music",6,"MusicFirst","return","p4","r6","2"
"5396","126","Music",3,"MusicFirst","stay","p4","r6","2"
"5397","126","Music",3,"MusicFirst","return","p4","r7","3"
"5398","126","Music",3,"MusicFirst","stay","p4","r7","3"
"5399","126","Music",4,"MusicFirst","return","p4","r8","4"
"5400","126","Music",4,"MusicFirst","stay","p4","r8","4"
"5401","127","Dual",4,"LangFirst","stay","p2","r6","4"
"5402","127","Dual",5,"MusicFirst","return","p3","r6","3"
"5403","127","Dual",7,"MusicFirst","stay","p4","r6","2"
"5404","127","Dual",5,"LangFirst","stay","p2","r6","4"
"5405","127","Dual",6,"MusicFirst","return","p3","r6","3"
"5406","127","Dual",4,"MusicFirst","stay","p4","r6","2"
"5407","127","Dual",3,"LangFirst","return","p2","r7","5"
"5408","127","Dual",5,"LangFirst","stay","p3","r7","4"
"5409","127","Dual",2,"LangFirst","return","p4","r7","3"
"5410","127","Dual",4,"LangFirst","return","p2","r7","5"
"5411","127","Dual",4,"MusicFirst","stay","p3","r7","4"
"5412","127","Dual",1,"LangFirst","return","p4","r7","3"
"5413","127","Dual",2,"LangFirst","stay","p2","r8","6"
"5414","127","Dual",4,"LangFirst","return","p3","r8","5"
"5415","127","Dual",5,"LangFirst","stay","p4","r8","4"
"5416","127","Dual",3,"MusicFirst","stay","p2","r8","6"
"5417","127","Dual",3,"LangFirst","return","p3","r8","5"
"5418","127","Dual",5,"LangFirst","stay","p4","r8","4"
"5419","127","Dual",5,"MusicFirst","return","p2","r6","4"
"5420","127","Dual",4,"MusicFirst","stay","p3","r6","3"
"5421","127","Dual",4,"MusicFirst","return","p4","r6","2"
"5422","127","Dual",5,"LangFirst","return","p2","r6","4"
"5423","127","Dual",5,"MusicFirst","stay","p3","r6","3"
"5424","127","Dual",3,"LangFirst","return","p4","r6","2"
"5425","127","Dual",4,"MusicFirst","stay","p2","r7","5"
"5426","127","Dual",5,"MusicFirst","return","p3","r7","4"
"5427","127","Dual",3,"MusicFirst","stay","p4","r7","3"
"5428","127","Dual",3,"MusicFirst","stay","p2","r7","5"
"5429","127","Dual",4,"LangFirst","return","p3","r7","4"
"5430","127","Dual",2,"MusicFirst","stay","p4","r7","3"
"5431","127","Dual",5,"MusicFirst","return","p2","r8","6"
"5432","127","Dual",2,"LangFirst","stay","p3","r8","5"
"5433","127","Dual",4,"LangFirst","return","p4","r8","4"
"5434","127","Dual",5,"LangFirst","return","p2","r8","6"
"5435","127","Dual",1,"MusicFirst","stay","p3","r8","5"
"5436","127","Dual",3,"MusicFirst","return","p4","r8","4"
"5437","127","Dual",6,"MusicFirst","return","p2","r6","4"
"5438","127","Dual",4,"LangFirst","stay","p3","r6","3"
"5439","127","Dual",3,"LangFirst","return","p4","r6","2"
"5440","127","Dual",5,"MusicFirst","return","p2","r6","4"
"5442","127","Dual",3,"MusicFirst","return","p4","r6","2"
"5443","127","Dual",3,"MusicFirst","stay","p2","r7","5"
"5444","127","Dual",2,"LangFirst","return","p3","r7","4"
"5445","127","Dual",2,"MusicFirst","stay","p4","r7","3"
"5446","127","Dual",4,"MusicFirst","stay","p2","r7","5"
"5447","127","Dual",5,"LangFirst","return","p3","r7","4"
"5448","127","Dual",4,"LangFirst","stay","p4","r7","3"
"5449","127","Dual",5,"LangFirst","return","p2","r8","6"
"5450","127","Dual",2,"MusicFirst","stay","p3","r8","5"
"5451","127","Dual",3,"MusicFirst","return","p4","r8","4"
"5452","127","Dual",2,"LangFirst","return","p2","r8","6"
"5453","127","Dual",2,"MusicFirst","stay","p3","r8","5"
"5454","127","Dual",3,"LangFirst","return","p4","r8","4"
"5455","127","Dual",5,"LangFirst","stay","p2","r6","4"
"5456","127","Dual",4,"LangFirst","return","p3","r6","3"
"5457","127","Dual",6,"LangFirst","stay","p4","r6","2"
"5458","127","Dual",6,"LangFirst","stay","p2","r6","4"
"5459","127","Dual",6,"MusicFirst","return","p3","r6","3"
"5460","127","Dual",5,"MusicFirst","stay","p4","r6","2"
"5461","127","Dual",3,"LangFirst","return","p2","r7","5"
"5462","127","Dual",5,"MusicFirst","stay","p3","r7","4"
"5463","127","Dual",3,"MusicFirst","return","p4","r7","3"
"5464","127","Dual",1,"LangFirst","return","p2","r7","5"
"5465","127","Dual",5,"MusicFirst","stay","p3","r7","4"
"5466","127","Dual",2,"MusicFirst","return","p4","r7","3"
"5467","127","Dual",1,"LangFirst","stay","p2","r8","6"
"5468","127","Dual",3,"MusicFirst","return","p3","r8","5"
"5469","127","Dual",6,"LangFirst","stay","p4","r8","4"
"5470","127","Dual",3,"MusicFirst","stay","p2","r8","6"
"5471","127","Dual",2,"MusicFirst","return","p3","r8","5"
"5472","127","Dual",6,"LangFirst","stay","p4","r8","4"
"5545","127","Music",4,"MusicFirst","return","p2","r6","4"
"5546","127","Music",5,"MusicFirst","stay","p2","r6","4"
"5547","127","Music",2,"MusicFirst","return","p2","r7","5"
"5548","127","Music",5,"MusicFirst","stay","p2","r7","5"
"5549","127","Music",2,"MusicFirst","return","p2","r8","6"
"5550","127","Music",4,"MusicFirst","stay","p2","r8","6"
"5551","127","Music",4,"MusicFirst","return","p3","r6","3"
"5552","127","Music",2,"MusicFirst","stay","p3","r6","3"
"5553","127","Music",5,"MusicFirst","return","p3","r7","4"
"5554","127","Music",6,"MusicFirst","stay","p3","r7","4"
"5555","127","Music",1,"MusicFirst","return","p3","r8","5"
"5556","127","Music",1,"MusicFirst","stay","p3","r8","5"
"5557","127","Music",3,"MusicFirst","return","p4","r6","2"
"5558","127","Music",5,"MusicFirst","stay","p4","r6","2"
"5559","127","Music",2,"MusicFirst","return","p4","r7","3"
"5560","127","Music",2,"MusicFirst","stay","p4","r7","3"
"5561","127","Music",1,"MusicFirst","return","p4","r8","4"
"5562","127","Music",4,"MusicFirst","stay","p4","r8","4"
"5563","127","Music",6,"MusicFirst","return","p2","r6","4"
"5564","127","Music",4,"MusicFirst","stay","p2","r6","4"
"5565","127","Music",1,"MusicFirst","return","p2","r7","5"
"5566","127","Music",4,"MusicFirst","stay","p2","r7","5"
"5567","127","Music",3,"MusicFirst","return","p2","r8","6"
"5568","127","Music",3,"MusicFirst","stay","p2","r8","6"
"5569","127","Music",7,"MusicFirst","return","p3","r6","3"
"5570","127","Music",2,"MusicFirst","stay","p3","r6","3"
"5571","127","Music",4,"MusicFirst","return","p3","r7","4"
"5572","127","Music",7,"MusicFirst","stay","p3","r7","4"
"5573","127","Music",3,"MusicFirst","return","p3","r8","5"
"5574","127","Music",2,"MusicFirst","stay","p3","r8","5"
"5575","127","Music",2,"MusicFirst","return","p4","r6","2"
"5576","127","Music",4,"MusicFirst","stay","p4","r6","2"
"5577","127","Music",4,"MusicFirst","return","p4","r7","3"
"5578","127","Music",3,"MusicFirst","stay","p4","r7","3"
"5579","127","Music",1,"MusicFirst","return","p4","r8","4"
"5580","127","Music",6,"MusicFirst","stay","p4","r8","4"
"5581","127","Music",6,"MusicFirst","return","p2","r6","4"
"5582","127","Music",6,"MusicFirst","stay","p2","r6","4"
"5583","127","Music",4,"MusicFirst","return","p2","r7","5"
"5584","127","Music",4,"MusicFirst","stay","p2","r7","5"
"5585","127","Music",4,"MusicFirst","return","p2","r8","6"
"5586","127","Music",3,"MusicFirst","stay","p2","r8","6"
"5587","127","Music",6,"MusicFirst","return","p3","r6","3"
"5588","127","Music",5,"MusicFirst","stay","p3","r6","3"
"5589","127","Music",1,"MusicFirst","return","p3","r7","4"
"5590","127","Music",4,"MusicFirst","stay","p3","r7","4"
"5591","127","Music",2,"MusicFirst","return","p3","r8","5"
"5592","127","Music",1,"MusicFirst","stay","p3","r8","5"
"5593","127","Music",3,"MusicFirst","return","p4","r6","2"
"5594","127","Music",3,"MusicFirst","stay","p4","r6","2"
"5595","127","Music",2,"MusicFirst","return","p4","r7","3"
"5596","127","Music",1,"MusicFirst","stay","p4","r7","3"
"5597","127","Music",2,"MusicFirst","return","p4","r8","4"
"5598","127","Music",5,"MusicFirst","stay","p4","r8","4"
"5599","127","Music",7,"MusicFirst","return","p2","r6","4"
"5600","127","Music",6,"MusicFirst","stay","p2","r6","4"
"5601","127","Music",5,"MusicFirst","return","p2","r7","5"
"5602","127","Music",5,"MusicFirst","stay","p2","r7","5"
"5603","127","Music",2,"MusicFirst","return","p2","r8","6"
"5604","127","Music",4,"MusicFirst","stay","p2","r8","6"
"5605","127","Music",7,"MusicFirst","return","p3","r6","3"
"5606","127","Music",5,"MusicFirst","stay","p3","r6","3"
"5607","127","Music",4,"MusicFirst","return","p3","r7","4"
"5608","127","Music",7,"MusicFirst","stay","p3","r7","4"
"5609","127","Music",4,"MusicFirst","return","p3","r8","5"
"5610","127","Music",1,"MusicFirst","stay","p3","r8","5"
"5611","127","Music",1,"MusicFirst","return","p4","r6","2"
"5612","127","Music",3,"MusicFirst","stay","p4","r6","2"
"5613","127","Music",3,"MusicFirst","return","p4","r7","3"
"5614","127","Music",2,"MusicFirst","stay","p4","r7","3"
"5615","127","Music",1,"MusicFirst","return","p4","r8","4"
"5616","127","Music",5,"MusicFirst","stay","p4","r8","4"
"5617","129","Dual",5,"LangFirst","stay","p2","r6","4"
"5618","129","Dual",7,"MusicFirst","return","p3","r6","3"
"5619","129","Dual",7,"MusicFirst","stay","p4","r6","2"
"5620","129","Dual",6,"LangFirst","stay","p2","r6","4"
"5621","129","Dual",6,"MusicFirst","return","p3","r6","3"
"5622","129","Dual",7,"MusicFirst","stay","p4","r6","2"
"5623","129","Dual",4,"LangFirst","return","p2","r7","5"
"5624","129","Dual",6,"LangFirst","stay","p3","r7","4"
"5625","129","Dual",1,"LangFirst","return","p4","r7","3"
"5626","129","Dual",2,"LangFirst","return","p2","r7","5"
"5627","129","Dual",6,"MusicFirst","stay","p3","r7","4"
"5628","129","Dual",2,"LangFirst","return","p4","r7","3"
"5629","129","Dual",6,"LangFirst","stay","p2","r8","6"
"5630","129","Dual",2,"LangFirst","return","p3","r8","5"
"5631","129","Dual",6,"LangFirst","stay","p4","r8","4"
"5632","129","Dual",7,"MusicFirst","stay","p2","r8","6"
"5633","129","Dual",2,"LangFirst","return","p3","r8","5"
"5634","129","Dual",6,"LangFirst","stay","p4","r8","4"
"5635","129","Dual",6,"MusicFirst","return","p2","r6","4"
"5636","129","Dual",7,"MusicFirst","stay","p3","r6","3"
"5637","129","Dual",7,"MusicFirst","return","p4","r6","2"
"5638","129","Dual",5,"LangFirst","return","p2","r6","4"
"5639","129","Dual",5,"MusicFirst","stay","p3","r6","3"
"5640","129","Dual",6,"LangFirst","return","p4","r6","2"
"5641","129","Dual",6,"MusicFirst","stay","p2","r7","5"
"5642","129","Dual",4,"MusicFirst","return","p3","r7","4"
"5643","129","Dual",6,"MusicFirst","stay","p4","r7","3"
"5644","129","Dual",6,"MusicFirst","stay","p2","r7","5"
"5645","129","Dual",6,"LangFirst","return","p3","r7","4"
"5646","129","Dual",6,"MusicFirst","stay","p4","r7","3"
"5647","129","Dual",3,"MusicFirst","return","p2","r8","6"
"5648","129","Dual",7,"LangFirst","stay","p3","r8","5"
"5651","129","Dual",7,"MusicFirst","stay","p3","r8","5"
"5652","129","Dual",3,"MusicFirst","return","p4","r8","4"
"5653","129","Dual",7,"MusicFirst","return","p2","r6","4"
"5654","129","Dual",5,"LangFirst","stay","p3","r6","3"
"5656","129","Dual",6,"MusicFirst","return","p2","r6","4"
"5657","129","Dual",7,"LangFirst","stay","p3","r6","3"
"5658","129","Dual",7,"MusicFirst","return","p4","r6","2"
"5659","129","Dual",7,"MusicFirst","stay","p2","r7","5"
"5660","129","Dual",4,"LangFirst","return","p3","r7","4"
"5661","129","Dual",5,"MusicFirst","stay","p4","r7","3"
"5662","129","Dual",7,"MusicFirst","stay","p2","r7","5"
"5663","129","Dual",5,"LangFirst","return","p3","r7","4"
"5664","129","Dual",4,"LangFirst","stay","p4","r7","3"
"5665","129","Dual",2,"LangFirst","return","p2","r8","6"
"5666","129","Dual",7,"MusicFirst","stay","p3","r8","5"
"5667","129","Dual",2,"MusicFirst","return","p4","r8","4"
"5668","129","Dual",3,"LangFirst","return","p2","r8","6"
"5669","129","Dual",7,"MusicFirst","stay","p3","r8","5"
"5670","129","Dual",2,"LangFirst","return","p4","r8","4"
"5671","129","Dual",6,"LangFirst","stay","p2","r6","4"
"5672","129","Dual",6,"LangFirst","return","p3","r6","3"
"5673","129","Dual",5,"LangFirst","stay","p4","r6","2"
"5674","129","Dual",6,"LangFirst","stay","p2","r6","4"
"5675","129","Dual",5,"MusicFirst","return","p3","r6","3"
"5676","129","Dual",7,"MusicFirst","stay","p4","r6","2"
"5677","129","Dual",4,"LangFirst","return","p2","r7","5"
"5678","129","Dual",7,"MusicFirst","stay","p3","r7","4"
"5679","129","Dual",3,"MusicFirst","return","p4","r7","3"
"5680","129","Dual",5,"LangFirst","return","p2","r7","5"
"5681","129","Dual",6,"MusicFirst","stay","p3","r7","4"
"5682","129","Dual",3,"MusicFirst","return","p4","r7","3"
"5683","129","Dual",7,"LangFirst","stay","p2","r8","6"
"5684","129","Dual",3,"MusicFirst","return","p3","r8","5"
"5685","129","Dual",7,"LangFirst","stay","p4","r8","4"
"5686","129","Dual",6,"MusicFirst","stay","p2","r8","6"
"5687","129","Dual",3,"MusicFirst","return","p3","r8","5"
"5688","129","Dual",6,"LangFirst","stay","p4","r8","4"
"5761","129","Music",6,"MusicFirst","return","p2","r6","4"
"5762","129","Music",4,"MusicFirst","stay","p2","r6","4"
"5763","129","Music",1,"MusicFirst","return","p2","r7","5"
"5764","129","Music",6,"MusicFirst","stay","p2","r7","5"
"5765","129","Music",2,"MusicFirst","return","p2","r8","6"
"5766","129","Music",6,"MusicFirst","stay","p2","r8","6"
"5767","129","Music",6,"MusicFirst","return","p3","r6","3"
"5768","129","Music",6,"MusicFirst","stay","p3","r6","3"
"5769","129","Music",3,"MusicFirst","return","p3","r7","4"
"5770","129","Music",7,"MusicFirst","stay","p3","r7","4"
"5771","129","Music",2,"MusicFirst","return","p3","r8","5"
"5772","129","Music",7,"MusicFirst","stay","p3","r8","5"
"5773","129","Music",4,"MusicFirst","return","p4","r6","2"
"5774","129","Music",7,"MusicFirst","stay","p4","r6","2"
"5775","129","Music",2,"MusicFirst","return","p4","r7","3"
"5776","129","Music",5,"MusicFirst","stay","p4","r7","3"
"5777","129","Music",3,"MusicFirst","return","p4","r8","4"
"5778","129","Music",6,"MusicFirst","stay","p4","r8","4"
"5779","129","Music",6,"MusicFirst","return","p2","r6","4"
"5780","129","Music",6,"MusicFirst","stay","p2","r6","4"
"5781","129","Music",5,"MusicFirst","return","p2","r7","5"
"5782","129","Music",6,"MusicFirst","stay","p2","r7","5"
"5783","129","Music",2,"MusicFirst","return","p2","r8","6"
"5784","129","Music",7,"MusicFirst","stay","p2","r8","6"
"5785","129","Music",5,"MusicFirst","return","p3","r6","3"
"5786","129","Music",4,"MusicFirst","stay","p3","r6","3"
"5787","129","Music",6,"MusicFirst","return","p3","r7","4"
"5788","129","Music",5,"MusicFirst","stay","p3","r7","4"
"5789","129","Music",1,"MusicFirst","return","p3","r8","5"
"5790","129","Music",7,"MusicFirst","stay","p3","r8","5"
"5791","129","Music",5,"MusicFirst","return","p4","r6","2"
"5792","129","Music",6,"MusicFirst","stay","p4","r6","2"
"5793","129","Music",1,"MusicFirst","return","p4","r7","3"
"5794","129","Music",5,"MusicFirst","stay","p4","r7","3"
"5795","129","Music",2,"MusicFirst","return","p4","r8","4"
"5796","129","Music",6,"MusicFirst","stay","p4","r8","4"
"5797","129","Music",5,"MusicFirst","return","p2","r6","4"
"5798","129","Music",5,"MusicFirst","stay","p2","r6","4"
"5799","129","Music",4,"MusicFirst","return","p2","r7","5"
"5800","129","Music",4,"MusicFirst","stay","p2","r7","5"
"5801","129","Music",2,"MusicFirst","return","p2","r8","6"
"5802","129","Music",7,"MusicFirst","stay","p2","r8","6"
"5803","129","Music",6,"MusicFirst","return","p3","r6","3"
"5804","129","Music",5,"MusicFirst","stay","p3","r6","3"
"5805","129","Music",5,"MusicFirst","return","p3","r7","4"
"5806","129","Music",6,"MusicFirst","stay","p3","r7","4"
"5807","129","Music",3,"MusicFirst","return","p3","r8","5"
"5808","129","Music",7,"MusicFirst","stay","p3","r8","5"
"5809","129","Music",5,"MusicFirst","return","p4","r6","2"
"5810","129","Music",6,"MusicFirst","stay","p4","r6","2"
"5811","129","Music",3,"MusicFirst","return","p4","r7","3"
"5812","129","Music",6,"MusicFirst","stay","p4","r7","3"
"5813","129","Music",2,"MusicFirst","return","p4","r8","4"
"5814","129","Music",6,"MusicFirst","stay","p4","r8","4"
"5815","129","Music",6,"MusicFirst","return","p2","r6","4"
"5816","129","Music",6,"MusicFirst","stay","p2","r6","4"
"5817","129","Music",4,"MusicFirst","return","p2","r7","5"
"5819","129","Music",2,"MusicFirst","return","p2","r8","6"
"5820","129","Music",6,"MusicFirst","stay","p2","r8","6"
"5821","129","Music",6,"MusicFirst","return","p3","r6","3"
"5822","129","Music",6,"MusicFirst","stay","p3","r6","3"
"5823","129","Music",6,"MusicFirst","return","p3","r7","4"
"5824","129","Music",3,"MusicFirst","stay","p3","r7","4"
"5825","129","Music",3,"MusicFirst","return","p3","r8","5"
"5827","129","Music",5,"MusicFirst","return","p4","r6","2"
"5828","129","Music",7,"MusicFirst","stay","p4","r6","2"
"5829","129","Music",2,"MusicFirst","return","p4","r7","3"
"5830","129","Music",5,"MusicFirst","stay","p4","r7","3"
"5831","129","Music",1,"MusicFirst","return","p4","r8","4"
"5832","129","Music",7,"MusicFirst","stay","p4","r8","4"
"5833","130","Dual",5,"LangFirst","stay","p2","r6","4"
"5834","130","Dual",6,"MusicFirst","return","p3","r6","3"
"5835","130","Dual",6,"MusicFirst","stay","p4","r6","2"
"5836","130","Dual",6,"LangFirst","stay","p2","r6","4"
"5837","130","Dual",4,"MusicFirst","return","p3","r6","3"
"5838","130","Dual",5,"MusicFirst","stay","p4","r6","2"
"5839","130","Dual",3,"LangFirst","return","p2","r7","5"
"5840","130","Dual",3,"LangFirst","stay","p3","r7","4"
"5841","130","Dual",4,"LangFirst","return","p4","r7","3"
"5842","130","Dual",4,"LangFirst","return","p2","r7","5"
"5843","130","Dual",6,"MusicFirst","stay","p3","r7","4"
"5844","130","Dual",3,"LangFirst","return","p4","r7","3"
"5845","130","Dual",5,"LangFirst","stay","p2","r8","6"
"5846","130","Dual",4,"LangFirst","return","p3","r8","5"
"5847","130","Dual",3,"LangFirst","stay","p4","r8","4"
"5848","130","Dual",6,"MusicFirst","stay","p2","r8","6"
"5849","130","Dual",5,"LangFirst","return","p3","r8","5"
"5850","130","Dual",3,"LangFirst","stay","p4","r8","4"
"5851","130","Dual",5,"MusicFirst","return","p2","r6","4"
"5852","130","Dual",7,"MusicFirst","stay","p3","r6","3"
"5853","130","Dual",5,"MusicFirst","return","p4","r6","2"
"5854","130","Dual",5,"LangFirst","return","p2","r6","4"
"5855","130","Dual",6,"MusicFirst","stay","p3","r6","3"
"5856","130","Dual",4,"LangFirst","return","p4","r6","2"
"5857","130","Dual",4,"MusicFirst","stay","p2","r7","5"
"5858","130","Dual",6,"MusicFirst","return","p3","r7","4"
"5859","130","Dual",6,"MusicFirst","stay","p4","r7","3"
"5860","130","Dual",5,"MusicFirst","stay","p2","r7","5"
"5861","130","Dual",4,"LangFirst","return","p3","r7","4"
"5862","130","Dual",3,"MusicFirst","stay","p4","r7","3"
"5863","130","Dual",4,"MusicFirst","return","p2","r8","6"
"5864","130","Dual",6,"LangFirst","stay","p3","r8","5"
"5865","130","Dual",3,"LangFirst","return","p4","r8","4"
"5866","130","Dual",4,"LangFirst","return","p2","r8","6"
"5867","130","Dual",5,"MusicFirst","stay","p3","r8","5"
"5868","130","Dual",2,"MusicFirst","return","p4","r8","4"
"5869","130","Dual",4,"MusicFirst","return","p2","r6","4"
"5870","130","Dual",3,"LangFirst","stay","p3","r6","3"
"5871","130","Dual",5,"LangFirst","return","p4","r6","2"
"5872","130","Dual",4,"MusicFirst","return","p2","r6","4"
"5873","130","Dual",6,"LangFirst","stay","p3","r6","3"
"5874","130","Dual",5,"MusicFirst","return","p4","r6","2"
"5875","130","Dual",4,"MusicFirst","stay","p2","r7","5"
"5876","130","Dual",4,"LangFirst","return","p3","r7","4"
"5877","130","Dual",5,"MusicFirst","stay","p4","r7","3"
"5878","130","Dual",6,"MusicFirst","stay","p2","r7","5"
"5879","130","Dual",3,"LangFirst","return","p3","r7","4"
"5880","130","Dual",4,"LangFirst","stay","p4","r7","3"
"5881","130","Dual",7,"LangFirst","return","p2","r8","6"
"5882","130","Dual",4,"MusicFirst","stay","p3","r8","5"
"5883","130","Dual",4,"MusicFirst","return","p4","r8","4"
"5884","130","Dual",6,"LangFirst","return","p2","r8","6"
"5885","130","Dual",3,"MusicFirst","stay","p3","r8","5"
"5886","130","Dual",4,"LangFirst","return","p4","r8","4"
"5887","130","Dual",5,"LangFirst","stay","p2","r6","4"
"5888","130","Dual",5,"LangFirst","return","p3","r6","3"
"5889","130","Dual",6,"LangFirst","stay","p4","r6","2"
"5890","130","Dual",5,"LangFirst","stay","p2","r6","4"
"5891","130","Dual",6,"MusicFirst","return","p3","r6","3"
"5892","130","Dual",6,"MusicFirst","stay","p4","r6","2"
"5893","130","Dual",4,"LangFirst","return","p2","r7","5"
"5894","130","Dual",7,"MusicFirst","stay","p3","r7","4"
"5895","130","Dual",5,"MusicFirst","return","p4","r7","3"
